31   (line 867) INFO  MolSim - RDF 0.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 0) (46, 0) (47, 0) (48, 0) (49, 2638.24) (50, 4358.69) (51, 0) (52, 0) (53, 0) (54, 0) (55, 0) (56, 0) (57, 0) (58, 0) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 6189.97) (71, 0) (72, 0) (73, 0) (74, 0) (75, 0) (76, 0) (77, 0) (78, 0) (79, 0) (80, 0) (81, 0) (82, 0) (83, 0) (84, 0) (85, 0) (86, 2398.58) (87, 0) (88, 0) (89, 0) (90, 0) (91, 0) (92, 0) (93, 0) (94, 0) (95, 0) (96, 0) (97, 0) (98, 0) (99, 574.218) 
54189 (line 867) INFO  MolSim - RDF 29.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 8.38338) (40, 36.6828) (41, 138.226) (42, 302.702) (43, 409.224) (44, 421.424) (45, 490.296) (46, 490.003) (47, 497.417) (48, 412.612) (49, 454.832) (50, 479.056) (51, 451.756) (52, 425.219) (53, 423.182) (54, 434.219) (55, 429.754) (56, 376.978) (57, 430.446) (58, 393.687) (59, 397.562) (60, 398.108) (61, 364.517) (62, 313.432) (63, 328.292) (64, 321.965) (65, 309.77) (66, 330.695) (67, 263.55) (68, 191.237) (69, 188.482) (70, 220.544) (71, 241.028) (72, 149.316) (73, 142.375) (74, 116.896) (75, 108.312) (76, 87.6181) (77, 95.3897) (78, 65.8041) (79, 57.1223) (80, 37.1413) (81, 29.5398) (82, 14.6062) (83, 42.0249) (84, 58.2566) (85, 130.624) (86, 175.523) (87, 251.15) (88, 275.902) (89, 343.583) (90, 305.048) (91, 356.225) (92, 351.928) (93, 402.496) (94, 404.276) (95, 400.157) (96, 409.324) (97, 351.435) (98, 390.984) (99, 410.646) 
56019 (line 867) INFO  MolSim - RDF 30.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 11.7367) (40, 70.1758) (41, 147.34) (42, 315.737) (43, 370.513) (44, 482.193) (45, 496.614) (46, 445.238) (47, 464.952) (48, 484.902) (49, 463.374) (50, 480.082) (51, 403.424) (52, 370.169) (53, 470.71) (54, 432.457) (55, 411.918) (56, 423.691) (57, 370.31) (58, 417.385) (59, 419.731) (60, 353.08) (61, 345.841) (62, 345.579) (63, 308.828) (64, 318.192) (65, 346.357) (66, 291.65) (67, 246.325) (68, 249.779) (69, 256.183) (70, 205.28) (71, 153.521) (72, 133.389) (73, 182.569) (74, 110.768) (75, 121.622) (76, 99.2409) (77, 96.6964) (78, 58.1624) (79, 46.3601) (80, 31.0857) (81, 31.5091) (82, 17.2968) (83, 25.5151) (84, 66.3173) (85, 105.931) (86, 173.075) (87, 214.588) (88, 240.83) (89, 299.819) (90, 385.543) (91, 349.976) (92, 376.389) (93, 390.825) (94, 396.073) (95, 390.404) (96, 396.963) (97, 386.385) (98, 403.926) (99, 428.087) 
57834 (line 867) INFO  MolSim - RDF 31.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 60.6063) (41, 121.518) (42, 267.942) (43, 351.158) (44, 496.725) (45, 459.968) (46, 481.534) (47, 524.085) (48, 496.024) (49, 420.666) (50, 416.482) (51, 445.838) (52, 413.829) (53, 421.354) (54, 539.911) (55, 439.945) (56, 339.28) (57, 404.335) (58, 407.447) (59, 405.69) (60, 357.368) (61, 385.959) (62, 324.148) (63, 306.233) (64, 338.315) (65, 294.525) (66, 318.271) (67, 248.622) (68, 230.265) (69, 229.103) (70, 224.228) (71, 183.202) (72, 172.708) (73, 116.708) (74, 129.151) (75, 127.129) (76, 95.2176) (77, 89.7273) (78, 47.1242) (79, 51.7412) (80, 42.3895) (81, 20.4809) (82, 20.3718) (83, 34.1452) (84, 64.4853) (85, 132.055) (86, 148.25) (87, 212.88) (88, 261.205) (89, 311.25) (90, 327.088) (91, 341.851) (92, 383.727) (93, 375.862) (94, 415.408) (95, 374.627) (96, 376.736) (97, 398.219) (98, 410.937) (99, 429.144) 
59649 (line 867) INFO  MolSim - RDF 32.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 13.4134) (40, 44.6573) (41, 183.795) (42, 288.218) (43, 374.661) (44, 431.992) (45, 482.714) (46, 445.238) (47, 604.089) (48, 455.986) (49, 433.478) (50, 494.444) (51, 387.642) (52, 458.44) (53, 435.064) (54, 409.557) (55, 404.274) (56, 506.462) (57, 358.441) (58, 379.163) (59, 305.192) (60, 393.105) (61, 356.908) (62, 339.551) (63, 295.204) (64, 357.18) (65, 300.623) (66, 281.002) (67, 233.693) (68, 269.293) (69, 223.145) (70, 193.173) (71, 214.93) (72, 177.685) (73, 131.721) (74, 165.917) (75, 134.014) (76, 97.0057) (77, 94.9541) (78, 64.955) (79, 40.5651) (80, 31.4894) (81, 18.1177) (82, 16.1437) (83, 29.2673) (84, 75.1107) (85, 89.8262) (86, 134.614) (87, 217.322) (88, 265.214) (89, 277.937) (90, 348.809) (91, 357.163) (92, 354.986) (93, 355.513) (94, 389.921) (95, 436.013) (96, 416.629) (97, 399.595) (98, 423.88) (99, 463.232) 
61460 (line 867) INFO  MolSim - RDF 33.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 16.7668) (40, 17.5439) (41, 157.973) (42, 288.218) (43, 311.065) (44, 434.635) (45, 547.16) (46, 424.67) (47, 505.533) (48, 554.968) (49, 458.035) (50, 449.308) (51, 432.029) (52, 393.897) (53, 433.236) (54, 397.226) (55, 446.74) (56, 455.652) (57, 439.941) (58, 340.941) (59, 342.14) (60, 395.964) (61, 336.849) (62, 371.028) (63, 329.59) (64, 282.977) (65, 289.037) (66, 286.917) (67, 311.208) (68, 233.053) (69, 258.891) (70, 166.329) (71, 178.596) (72, 199.087) (73, 173.368) (74, 133.865) (75, 116.574) (76, 101.476) (77, 84.0649) (78, 67.9268) (79, 38.9094) (80, 41.5821) (81, 25.6011) (82, 19.2187) (83, 35.2709) (84, 60.455) (85, 108.436) (86, 126.922) (87, 200.92) (88, 252.187) (89, 316.802) (90, 340.185) (91, 360.6) (92, 343.979) (93, 379.753) (94, 367.364) (95, 397.001) (96, 396.963) (97, 410.328) (98, 411.746) (99, 470.895) 
63263 (line 867) INFO  MolSim - RDF 34.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 8.38338) (40, 62.2013) (41, 150.378) (42, 252.01) (43, 460.377) (44, 375.186) (45, 463.759) (46, 556.547) (47, 438.284) (48, 424.846) (49, 452.697) (50, 433.92) (51, 507.979) (52, 342.643) (53, 416.784) (54, 497.634) (55, 434) (56, 431.066) (57, 442.315) (58, 481.598) (59, 440.422) (60, 323.776) (61, 321.632) (62, 317.45) (63, 293.906) (64, 355.293) (65, 257.938) (66, 281.002) (67, 289.389) (68, 287.692) (69, 200.397) (70, 184.225) (71, 206.23) (72, 175.197) (73, 194.191) (74, 145.649) (75, 109.689) (76, 88.9592) (77, 59.673) (78, 63.2569) (79, 45.1183) (80, 31.0857) (81, 27.5705) (82, 16.1437) (83, 26.2656) (84, 59.3558) (85, 98.0573) (86, 172.726) (87, 185.202) (88, 262.876) (89, 301.452) (90, 336.671) (91, 339.352) (92, 306.982) (93, 391.424) (94, 351.251) (95, 374.627) (96, 461.579) (97, 414.181) (98, 458.125) (99, 423.859) 
65044 (line 867) INFO  MolSim - RDF 35.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 39.8726) (41, 98.7331) (42, 221.595) (43, 317.978) (44, 449.166) (45, 452.386) (46, 447.657) (47, 633.076) (48, 465.996) (49, 485.795) (50, 467.772) (51, 435.974) (52, 425.219) (53, 448.774) (54, 456.238) (55, 404.274) (56, 430.247) (57, 399.587) (58, 367.696) (59, 390.911) (60, 405.97) (61, 376.275) (62, 365.001) (63, 326.346) (64, 350.891) (65, 314.648) (66, 266.212) (67, 237.138) (68, 225.247) (69, 247.517) (70, 200.542) (71, 192.925) (72, 188.138) (73, 158.355) (74, 131.037) (75, 119.786) (76, 112.205) (77, 73.1756) (78, 46.2752) (79, 62.0895) (80, 26.2411) (81, 19.6932) (82, 22.2937) (83, 29.2673) (84, 42.5017) (85, 88.3947) (86, 132.516) (87, 216.98) (88, 270.892) (89, 298.186) (90, 333.796) (91, 388.723) (92, 332.666) (93, 376.461) (94, 333.381) (95, 429.129) (96, 408.482) (97, 390.238) (98, 443.025) (99, 405.625) 
66856 (line 867) INFO  MolSim - RDF 36.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 3.52981) (39, 13.4134) (40, 46.2522) (41, 174.682) (42, 238.975) (43, 291.71) (44, 340.838) (45, 557.269) (46, 509.361) (47, 513.65) (48, 492.687) (49, 385.433) (50, 534.45) (51, 380.738) (52, 416.677) (53, 444.204) (54, 443.026) (55, 425.507) (56, 445.818) (57, 450.228) (58, 352.408) (59, 458.157) (60, 351.65) (61, 409.476) (62, 377.726) (63, 308.18) (64, 347.747) (65, 288.428) (66, 255.564) (67, 299.15) (68, 232.495) (69, 200.939) (70, 247.388) (71, 184.737) (72, 141.85) (73, 183.537) (74, 120.195) (75, 106.018) (76, 79.1245) (77, 103.665) (78, 75.5686) (79, 50.9134) (80, 34.3153) (81, 39.7802) (82, 16.1437) (83, 23.639) (84, 50.9287) (85, 82.3109) (86, 175.173) (87, 195.111) (88, 259.201) (89, 278.263) (90, 313.992) (91, 356.225) (92, 341.227) (93, 370.476) (94, 370.879) (95, 379.217) (96, 425.338) (97, 417.759) (98, 392.871) (99, 471.688) 
68649 (line 867) INFO  MolSim - RDF 37.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 16.7668) (40, 66.986) (41, 147.34) (42, 186.835) (43, 399.546) (44, 458.414) (45, 499.141) (46, 477.904) (47, 448.719) (48, 404.827) (49, 453.764) (50, 487.263) (51, 483.32) (52, 384.406) (53, 479.85) (54, 354.069) (55, 366.055) (56, 428.608) (57, 439.941) (58, 397.51) (59, 441.9) (60, 419.55) (61, 443.369) (62, 346.248) (63, 365.274) (64, 333.913) (65, 277.451) (66, 335.427) (67, 203.835) (68, 234.168) (69, 235.602) (70, 206.332) (71, 180.132) (72, 154.79) (73, 161.745) (74, 144.706) (75, 116.115) (76, 107.734) (77, 69.2555) (78, 47.5488) (79, 31.0447) (80, 39.5636) (81, 18.1177) (82, 20.3718) (83, 24.0142) (84, 42.8681) (85, 106.288) (86, 169.928) (87, 178.026) (88, 258.199) (89, 301.452) (90, 298.34) (91, 363.1) (92, 374.555) (93, 395.613) (94, 391.679) (95, 404.46) (96, 363.813) (97, 371.8) (98, 457.586) (99, 435.486) 
70778 (line 867) INFO  MolSim - RDF 38.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 43.0624) (41, 124.556) (42, 260.7) (43, 352.541) (44, 422.745) (45, 465.023) (46, 460.966) (47, 420.891) (48, 533.837) (49, 435.614) (50, 445.204) (51, 472.47) (52, 457.49) (53, 453.344) (54, 404.272) (55, 371.151) (56, 445.818) (57, 417.786) (58, 504.531) (59, 405.69) (60, 367.375) (61, 402.559) (62, 370.359) (63, 329.59) (64, 321.965) (65, 314.648) (66, 277.452) (67, 284.795) (68, 232.495) (69, 180.357) (70, 221.07) (71, 220.559) (72, 163.749) (73, 137.532) (74, 133.865) (75, 128.965) (76, 85.8299) (77, 85.8071) (78, 60.2851) (79, 35.184) (80, 35.1228) (81, 20.087) (82, 17.6812) (83, 24.0142) (84, 60.8214) (85, 97.6994) (86, 148.95) (87, 186.569) (88, 266.216) (89, 275.324) (90, 293.549) (91, 336.539) (92, 354.986) (93, 427.633) (94, 414.529) (95, 385.814) (96, 391.064) (97, 423.813) (98, 422.532) (99, 430.994) 
72579 (line 867) INFO  MolSim - RDF 39.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 11.7367) (40, 76.5554) (41, 133.669) (42, 301.253) (43, 356.688) (44, 372.544) (45, 483.977) (46, 528.72) (47, 435.965) (48, 442.64) (49, 406.786) (50, 427.765) (51, 482.333) (52, 414.779) (53, 464.312) (54, 463.284) (55, 421.26) (56, 433.525) (57, 375.849) (58, 415.856) (59, 444.856) (60, 367.375) (61, 428.843) (62, 342.23) (63, 378.899) (64, 337.686) (65, 301.843) (66, 332.469) (67, 229.674) (68, 216.326) (69, 271.89) (70, 185.278) (71, 174.503) (72, 164.745) (73, 128.815) (74, 114.539) (75, 128.965) (76, 83.5948) (77, 100.616) (78, 56.0396) (79, 42.2208) (80, 25.8374) (81, 21.2686) (82, 24.5999) (83, 41.6497) (84, 78.0419) (85, 89.1105) (86, 136.712) (87, 215.271) (88, 242.834) (89, 291.654) (90, 278.856) (91, 341.851) (92, 377.306) (93, 375.862) (94, 367.95) (95, 424.826) (96, 431.518) (97, 416.383) (98, 418.487) (99, 433.108) 
74388 (line 867) INFO  MolSim - RDF 40.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 74.9605) (41, 179.239) (42, 244.768) (43, 363.601) (44, 467.661) (45, 372.776) (46, 435.559) (47, 452.197) (48, 457.098) (49, 462.306) (50, 480.082) (51, 415.261) (52, 434.711) (53, 479.85) (54, 474.734) (55, 454.384) (56, 404.022) (57, 402.752) (58, 470.132) (59, 408.646) (60, 415.977) (61, 372.817) (62, 362.322) (63, 371.113) (64, 305.615) (65, 273.793) (66, 259.113) (67, 262.402) (68, 200.158) (69, 211.771) (70, 223.176) (71, 190.878) (72, 173.704) (73, 145.28) (74, 148.948) (75, 119.327) (76, 93.4295) (77, 84.0649) (78, 72.5968) (79, 46.7741) (80, 29.0671) (81, 13.3914) (82, 15.7593) (83, 43.1506) (84, 66.6837) (85, 114.162) (86, 173.075) (87, 172.901) (88, 214.108) (89, 287.735) (90, 334.116) (91, 361.225) (92, 363.547) (93, 360.9) (94, 390.507) (95, 391.551) (96, 389.659) (97, 416.107) (98, 418.218) (99, 441.035) 
76195 (line 867) INFO  MolSim - RDF 41.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 1.67668) (40, 43.0624) (41, 113.923) (42, 262.148) (43, 329.038) (44, 466.34) (45, 535.787) (46, 535.979) (47, 388.426) (48, 410.388) (49, 426.005) (50, 391.862) (51, 475.429) (52, 453.694) (53, 440.548) (54, 413.08) (55, 460.329) (56, 413.857) (57, 434.403) (58, 443.376) (59, 430.815) (60, 348.791) (61, 399.793) (62, 367.68) (63, 357.488) (64, 290.523) (65, 290.257) (66, 248.465) (67, 238.861) (68, 254.239) (69, 236.144) (70, 260.547) (71, 195.484) (72, 184.654) (73, 161.261) (74, 117.839) (75, 97.2976) (76, 92.0884) (77, 79.7092) (78, 74.295) (79, 46.3601) (80, 26.2411) (81, 14.573) (82, 17.2968) (83, 45.4019) (84, 65.5845) (85, 120.245) (86, 133.215) (87, 197.503) (88, 219.453) (89, 276.63) (90, 297.701) (91, 382.786) (92, 339.698) (93, 347.433) (94, 403.983) (95, 444.045) (96, 377.298) (97, 422.712) (98, 401.769) (99, 424.387) 
78090 (line 867) INFO  MolSim - RDF 42.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 5.03003) (40, 63.7962) (41, 132.15) (42, 320.082) (43, 447.934) (44, 405.571) (45, 371.513) (46, 481.534) (47, 467.271) (48, 538.286) (49, 452.697) (50, 483.16) (51, 370.874) (52, 407.185) (53, 394.848) (54, 400.749) (55, 435.699) (56, 420.413) (57, 403.543) (58, 453.314) (59, 375.393) (60, 397.394) (61, 358.983) (62, 364.331) (63, 377.601) (64, 360.324) (65, 284.159) (66, 297.566) (67, 261.254) (68, 255.354) (69, 239.935) (70, 194.226) (71, 202.648) (72, 185.151) (73, 114.287) (74, 134.807) (75, 116.115) (76, 87.6181) (77, 82.7582) (78, 71.3232) (79, 47.6019) (80, 39.5636) (81, 15.7545) (82, 14.9906) (83, 42.4001) (84, 69.6148) (85, 99.1309) (86, 161.187) (87, 174.951) (88, 242.5) (89, 247.236) (90, 314.95) (91, 329.352) (92, 346.73) (93, 415.962) (94, 413.651) (95, 414.786) (96, 416.91) (97, 427.941) (98, 439.25) (99, 406.418) 
79894 (line 867) INFO  MolSim - RDF 43.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 10.0601) (40, 73.3656) (41, 136.707) (42, 280.977) (43, 403.694) (44, 412.176) (45, 537.051) (46, 462.176) (47, 459.154) (48, 423.733) (49, 475.118) (50, 390.836) (51, 414.274) (52, 365.423) (53, 424.096) (54, 457.119) (55, 411.918) (56, 359.768) (57, 448.645) (58, 522.114) (59, 391.65) (60, 397.394) (61, 374.892) (62, 407.194) (63, 332.834) (64, 271.658) (65, 295.135) (66, 298.749) (67, 253.215) (68, 300.515) (69, 196.064) (70, 234.229) (71, 204.183) (72, 146.329) (73, 135.595) (74, 103.227) (75, 117.95) (76, 117.569) (77, 83.6293) (78, 56.8887) (79, 63.7452) (80, 15.341) (81, 39.7802) (82, 18.0656) (83, 33.77) (84, 59.3558) (85, 91.2577) (86, 163.635) (87, 192.719) (88, 208.096) (89, 307.984) (90, 292.271) (91, 340.289) (92, 361.713) (93, 344.142) (94, 369.708) (95, 420.523) (96, 393.03) (97, 401.522) (98, 448.418) (99, 451.077) 
81693 (line 867) INFO  MolSim - RDF 44.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 16.7668) (40, 38.2777) (41, 177.72) (42, 301.253) (43, 324.89) (44, 502.01) (45, 514.305) (46, 414.99) (47, 396.542) (48, 415.948) (49, 463.374) (50, 406.223) (51, 427.097) (52, 486.914) (53, 467.968) (54, 433.338) (55, 490.904) (56, 390.09) (57, 430.446) (58, 420.443) (59, 394.606) (60, 394.535) (61, 365.9) (62, 336.872) (63, 330.888) (64, 311.903) (65, 293.306) (66, 225.393) (67, 264.125) (68, 240.301) (69, 276.223) (70, 277.391) (71, 186.784) (72, 164.247) (73, 151.576) (74, 131.979) (75, 99.1334) (76, 98.7938) (77, 68.8199) (78, 45.0015) (79, 50.4994) (80, 35.1228) (81, 33.8723) (82, 23.8312) (83, 49.5293) (84, 64.8517) (85, 87.679) (86, 143.355) (87, 213.221) (88, 265.548) (89, 271.731) (90, 321.339) (91, 335.602) (92, 330.525) (93, 360.9) (94, 408.67) (95, 375.774) (96, 376.174) (97, 438.674) (98, 440.868) (99, 425.18) 
83521 (line 867) INFO  MolSim - RDF 45.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 23.9236) (41, 224.808) (42, 302.702) (43, 363.601) (44, 372.544) (45, 387.94) (46, 444.028) (47, 415.094) (48, 482.678) (49, 439.885) (50, 439.049) (51, 458.661) (52, 480.27) (53, 475.28) (54, 433.338) (55, 391.534) (56, 387.632) (57, 446.271) (58, 459.429) (59, 382.044) (60, 393.82) (61, 394.951) (62, 356.294) (63, 299.096) (64, 388.622) (65, 280.5) (66, 337.793) (67, 253.215) (68, 241.973) (69, 198.231) (70, 215.28) (71, 189.343) (72, 184.654) (73, 151.091) (74, 158.846) (75, 90.8723) (76, 80.4656) (77, 67.5132) (78, 72.1723) (79, 26.4915) (80, 54.0971) (81, 30.3275) (82, 21.5249) (83, 36.7718) (84, 60.455) (85, 119.53) (86, 141.257) (87, 169.142) (88, 224.129) (89, 267.485) (90, 307.284) (91, 335.289) (92, 358.044) (93, 350.725) (94, 392.558) (95, 403.599) (96, 390.221) (97, 444.178) (98, 432.239) (99, 468.517) 
