31   (line 867) INFO  MolSim - RDF 0.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 0) (46, 0) (47, 0) (48, 0) (49, 2638.24) (50, 4358.69) (51, 0) (52, 0) (53, 0) (54, 0) (55, 0) (56, 0) (57, 0) (58, 0) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 6189.97) (71, 0) (72, 0) (73, 0) (74, 0) (75, 0) (76, 0) (77, 0) (78, 0) (79, 0) (80, 0) (81, 0) (82, 0) (83, 0) (84, 0) (85, 0) (86, 2398.58) (87, 0) (88, 0) (89, 0) (90, 0) (91, 0) (92, 0) (93, 0) (94, 0) (95, 0) (96, 0) (97, 0) (98, 0) (99, 574.218) 
21100 (line 867) INFO  MolSim - RDF 11.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 3.79095) (46, 110.1) (47, 536.839) (48, 1397.99) (49, 941.695) (50, 207.215) (51, 50.3047) (52, 178.44) (53, 1296.97) (54, 2497.86) (55, 1496.49) (56, 381.895) (57, 11.8689) (58, 3.82221) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 0) (71, 27.6338) (72, 291.165) (73, 1035.85) (74, 1069.97) (75, 367.161) (76, 27.7159) (77, 4.35569) (78, 0) (79, 0) (80, 0) (81, 0) (82, 0) (83, 0.375222) (84, 69.6148) (85, 514.622) (86, 1069.57) (87, 613.011) (88, 122.252) (89, 3.9192) (90, 21.4013) (91, 171.551) (92, 392.289) (93, 250.475) (94, 47.4585) (95, 6.59757) (96, 14.3278) (97, 150.811) (98, 832.121) (99, 1838.39) 
22998 (line 867) INFO  MolSim - RDF 12.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 8.84554) (46, 110.1) (47, 692.21) (48, 1381.3) (49, 781.542) (50, 227.731) (51, 41.4274) (52, 306.575) (53, 1190.03) (54, 2367.5) (55, 1651.07) (56, 313.056) (57, 49.8495) (58, 3.82221) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 2.10543) (71, 42.4742) (72, 338.449) (73, 1017.93) (74, 1010.11) (75, 374.045) (76, 37.1036) (77, 4.35569) (78, 0) (79, 0) (80, 0) (81, 0) (82, 0) (83, 1.87611) (84, 79.8739) (85, 534.305) (86, 1049.99) (87, 609.252) (88, 110.561) (89, 10.4512) (90, 22.3596) (91, 177.488) (92, 351.317) (93, 263.044) (94, 65.3287) (95, 7.74497) (96, 4.21405) (97, 192.367) (98, 905.464) (99, 1767.58) 
24978 (line 867) INFO  MolSim - RDF 13.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 2.5273) (46, 90.7414) (47, 694.529) (48, 1333.48) (49, 862.686) (50, 222.602) (51, 29.591) (52, 251.525) (53, 1251.27) (54, 2274.14) (55, 1583.97) (56, 469.584) (57, 44.3106) (58, 0) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 0) (71, 50.1503) (72, 340.439) (73, 944.806) (74, 994.558) (75, 428.201) (76, 55.4318) (77, 8.71138) (78, 0) (79, 0) (80, 0) (81, 0) (82, 0) (83, 4.87789) (84, 89.7665) (85, 518.201) (86, 1004.19) (87, 605.494) (88, 160.331) (89, 9.1448) (90, 26.1926) (91, 170.926) (92, 312.18) (93, 280.7) (94, 91.4016) (95, 6.31072) (96, 15.7324) (97, 191.541) (98, 896.026) (99, 1716.31) 
26953 (line 867) INFO  MolSim - RDF 14.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 12.6365) (46, 204.471) (47, 657.425) (48, 1264.53) (49, 773.001) (50, 267.738) (51, 85.8139) (52, 344.541) (53, 1290.57) (54, 2081.25) (55, 1562.74) (56, 503.184) (57, 69.631) (58, 3.82221) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 3.68451) (71, 62.9437) (72, 311.074) (73, 920.592) (74, 1014.35) (75, 423.153) (76, 72.866) (77, 11.7604) (78, 0) (79, 0) (80, 0) (81, 0) (82, 1.92187) (83, 10.8814) (84, 95.2624) (85, 538.6) (86, 896.494) (87, 660.849) (88, 163.671) (89, 26.7812) (90, 28.4286) (91, 168.738) (92, 330.831) (93, 259.154) (94, 85.2495) (95, 12.3346) (96, 34.2742) (97, 237.225) (98, 910.048) (99, 1610.61) 
28817 (line 867) INFO  MolSim - RDF 15.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 44.2277) (46, 191.162) (47, 721.197) (48, 1171.11) (49, 778.339) (50, 296.461) (51, 87.7867) (52, 360.677) (53, 1254.01) (54, 1936.81) (55, 1713.92) (56, 482.696) (57, 79.9174) (58, 4.58665) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 5.26358) (71, 58.8498) (72, 387.225) (73, 914.297) (74, 897.459) (75, 437.839) (76, 111.311) (77, 9.58252) (78, 0) (79, 0) (80, 0) (81, 0) (82, 0) (83, 4.87789) (84, 127.505) (85, 541.463) (86, 948.242) (87, 582.258) (88, 167.011) (89, 22.862) (90, 35.1364) (91, 173.426) (92, 296.892) (93, 285.488) (94, 84.0777) (95, 18.6453) (96, 32.8696) (97, 261.443) (98, 882.275) (99, 1563.31) 
30700 (line 867) INFO  MolSim - RDF 16.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 12.6365) (46, 183.902) (47, 723.516) (48, 1254.52) (49, 774.069) (50, 256.454) (51, 89.7594) (52, 279.999) (53, 1330.78) (54, 2001.99) (55, 1538.96) (56, 553.994) (57, 101.281) (58, 15.2888) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 7.36901) (71, 92.1128) (72, 396.682) (73, 863.449) (74, 840.896) (75, 458.033) (76, 139.921) (77, 22.214) (78, 0) (79, 0) (80, 0) (81, 0) (82, 0) (83, 13.8832) (84, 156.817) (85, 514.264) (86, 808.383) (87, 689.894) (88, 175.362) (89, 30.0472) (90, 41.8443) (91, 163.114) (92, 311.262) (93, 251.971) (94, 87.3002) (95, 30.693) (96, 50.2876) (97, 277.13) (98, 927.844) (99, 1491.96) 
32701 (line 867) INFO  MolSim - RDF 17.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 35.3822) (46, 240.767) (47, 790.766) (48, 1129.96) (49, 669.436) (50, 347.752) (51, 84.8276) (52, 386.304) (53, 1118.74) (54, 2057.47) (55, 1544.06) (56, 556.453) (57, 142.427) (58, 14.5244) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 9.47444) (71, 114.118) (72, 383.243) (73, 811.632) (74, 920.555) (75, 436.921) (76, 130.086) (77, 16.1161) (78, 0) (79, 0) (80, 0) (81, 0) (82, 0.384373) (83, 28.8921) (84, 144.359) (85, 528.937) (86, 817.824) (87, 651.965) (88, 199.077) (89, 23.1886) (90, 37.6918) (91, 152.49) (92, 280.075) (93, 269.328) (94, 108.1) (95, 39.2985) (96, 85.1238) (97, 328.318) (98, 889.016) (99, 1470.03) 
34511 (line 867) INFO  MolSim - RDF 18.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 42.9641) (46, 262.545) (47, 679.455) (48, 1089.92) (49, 817.844) (50, 293.384) (51, 152.887) (52, 447.999) (53, 1110.51) (54, 1832.88) (55, 1608.6) (56, 644.141) (57, 128.976) (58, 3.82221) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 15.7907) (71, 111.559) (72, 416.093) (73, 756.426) (74, 871.063) (75, 497.044) (76, 131.427) (77, 19.165) (78, 2.12271) (79, 0) (80, 2.01855) (81, 1.96932) (82, 1.92187) (83, 22.5133) (84, 157.183) (85, 527.148) (86, 830.761) (87, 583.283) (88, 220.455) (89, 46.7038) (90, 51.1075) (91, 158.427) (92, 288.636) (93, 233.717) (94, 107.807) (95, 46.7567) (96, 70.796) (97, 325.565) (98, 879.039) (99, 1423.52) 
36298 (line 867) INFO  MolSim - RDF 19.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 37.9095) (46, 260.125) (47, 753.662) (48, 1063.23) (49, 712.143) (50, 332.365) (51, 135.132) (52, 517.287) (53, 1341.75) (54, 1675.22) (55, 1454.88) (56, 649.878) (57, 159.044) (58, 29.8132) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 11.0535) (71, 151.986) (72, 410.12) (73, 775.796) (74, 817.329) (75, 471.802) (76, 160.931) (77, 20.9073) (78, 2.54726) (79, 0) (80, 0) (81, 0) (82, 2.69061) (83, 24.0142) (84, 174.037) (85, 536.094) (86, 774.468) (87, 624.287) (88, 207.762) (89, 52.256) (90, 55.8989) (91, 188.112) (92, 280.687) (93, 213.069) (94, 114.838) (95, 32.4141) (96, 65.7391) (97, 360.791) (98, 849.378) (99, 1392.07) 
38089 (line 867) INFO  MolSim - RDF 20.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 6.91256) (44, 6.60539) (45, 70.7643) (46, 335.138) (47, 834.826) (48, 1016.52) (49, 686.519) (50, 241.067) (51, 129.214) (52, 454.643) (53, 1092.23) (54, 1810.86) (55, 1467.62) (56, 733.468) (57, 204.937) (58, 32.1065) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 2.70807) (70, 22.6334) (71, 100.812) (72, 393.198) (73, 719.137) (74, 884.261) (75, 454.362) (76, 195.353) (77, 31.361) (78, 10.6136) (79, 0) (80, 0.80742) (81, 2.36318) (82, 2.69061) (83, 31.5187) (84, 190.891) (85, 483.129) (86, 770.622) (87, 601.051) (88, 247.177) (89, 63.0338) (90, 52.0658) (91, 151.24) (92, 216.477) (93, 260.051) (94, 143.547) (95, 59.9518) (96, 101.418) (97, 366.296) (98, 897.644) (99, 1345.04) 
39904 (line 867) INFO  MolSim - RDF 21.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 15.8529) (45, 92.2464) (46, 333.928) (47, 771.054) (48, 900.851) (49, 636.338) (50, 386.733) (51, 251.524) (52, 504.948) (53, 1166.26) (54, 1661.13) (55, 1399.67) (56, 698.229) (57, 238.961) (58, 48.1598) (59, 5.17274) (60, 3.57368) (61, 0) (62, 3.34863) (63, 3.244) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 14.6236) (70, 30.0024) (71, 152.498) (72, 410.618) (73, 717.2) (74, 772.079) (75, 496.585) (76, 179.259) (77, 35.7167) (78, 10.189) (79, 2.06965) (80, 1.21113) (81, 6.69568) (82, 2.30624) (83, 42.4001) (84, 205.547) (85, 493.507) (86, 722.37) (87, 535.787) (88, 284.587) (89, 91.448) (90, 68.6758) (91, 158.114) (92, 231.765) (93, 248.979) (94, 138.274) (95, 65.6888) (96, 103.104) (97, 377.028) (98, 929.732) (99, 1262.33) 
41690 (line 867) INFO  MolSim - RDF 22.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 21.1372) (45, 108.674) (46, 272.224) (47, 663.223) (48, 998.721) (49, 720.685) (50, 447.256) (51, 249.551) (52, 518.236) (53, 1065.72) (54, 1654.08) (55, 1387.78) (56, 688.395) (57, 248.456) (58, 64.9775) (59, 4.43378) (60, 0) (61, 0) (62, 3.34863) (63, 5.83919) (64, 0.628838) (65, 0) (66, 0) (67, 0) (68, 2.78771) (69, 5.41614) (70, 46.8459) (71, 184.226) (72, 454.417) (73, 695.892) (74, 708.446) (75, 438.298) (76, 199.823) (77, 65.771) (78, 8.49086) (79, 5.79502) (80, 4.44081) (81, 7.87727) (82, 13.0687) (83, 54.4072) (84, 212.508) (85, 495.297) (86, 680.762) (87, 570.64) (88, 261.205) (89, 83.6096) (90, 93.2713) (91, 176.238) (92, 237.575) (93, 216.66) (94, 128.021) (95, 81.7525) (96, 151.706) (97, 403.998) (98, 851.265) (99, 1217.67) 
43471 (line 867) INFO  MolSim - RDF 23.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 38.3113) (45, 142.792) (46, 399.262) (47, 758.3) (48, 950.898) (49, 643.812) (50, 293.384) (51, 232.783) (52, 476.473) (53, 1150.73) (54, 1572.17) (55, 1369.1) (56, 732.649) (57, 269.82) (58, 96.3196) (59, 3.69481) (60, 3.57368) (61, 3.45841) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 2.78771) (69, 5.41614) (70, 50.5304) (71, 128.446) (72, 414.102) (73, 667.321) (74, 783.862) (75, 481.44) (76, 188.2) (77, 82.3226) (78, 8.9154) (79, 4.1393) (80, 2.42226) (81, 3.93864) (82, 7.3031) (83, 46.5275) (84, 200.784) (85, 519.99) (86, 686.007) (87, 574.399) (88, 248.513) (89, 95.0406) (90, 66.1204) (91, 125.616) (92, 240.021) (93, 254.665) (94, 142.961) (95, 95.2344) (96, 124.174) (97, 438.674) (98, 899.262) (99, 1235.11) 
45249 (line 867) INFO  MolSim - RDF 24.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 6.91256) (44, 29.0637) (45, 165.538) (46, 271.014) (47, 724.675) (48, 993.16) (49, 634.202) (50, 358.01) (51, 241.66) (52, 588.473) (53, 1234.81) (54, 1372.24) (55, 1419.21) (56, 709.702) (57, 293.558) (58, 53.5109) (59, 25.8637) (60, 3.57368) (61, 3.45841) (62, 0) (63, 0) (64, 0) (65, 3.04892) (66, 0) (67, 0) (68, 0) (69, 20.0397) (70, 83.6909) (71, 187.808) (72, 435.504) (73, 628.579) (74, 683.935) (75, 472.72) (76, 221.28) (77, 57.9307) (78, 28.4444) (79, 4.1393) (80, 1.21113) (81, 7.87727) (82, 18.0656) (83, 45.7771) (84, 214.34) (85, 545.399) (86, 662.231) (87, 505.034) (88, 274.566) (89, 119.209) (90, 85.2857) (91, 144.053) (92, 230.236) (93, 223.243) (94, 137.102) (95, 90.6448) (96, 163.786) (97, 467.02) (98, 832.39) (99, 1157.68) 
47028 (line 867) INFO  MolSim - RDF 25.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 7.24167) (43, 0) (44, 23.7794) (45, 131.419) (46, 458.546) (47, 678.296) (48, 857.476) (49, 691.857) (50, 399.043) (51, 256.455) (52, 612.202) (53, 1102.28) (54, 1393.37) (55, 1300.3) (56, 798.21) (57, 298.306) (58, 94.7908) (59, 15.5182) (60, 11.4358) (61, 0) (62, 0) (63, 6.48799) (64, 0) (65, 0) (66, 2.95791) (67, 0) (68, 0) (69, 18.4149) (70, 73.1637) (71, 165.291) (72, 432.517) (73, 604.366) (74, 709.86) (75, 490.16) (76, 206.081) (77, 80.1447) (78, 30.9916) (79, 6.20895) (80, 0) (81, 7.87727) (82, 21.5249) (83, 66.4143) (84, 220.203) (85, 487.781) (86, 623.071) (87, 555.605) (88, 291.267) (89, 121.495) (90, 84.9663) (91, 141.24) (92, 198.437) (93, 219.353) (94, 161.71) (95, 126.214) (96, 170.248) (97, 456.837) (98, 810.28) (99, 1130.2) 
48818 (line 867) INFO  MolSim - RDF 26.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 7.24167) (43, 20.7377) (44, 72.6593) (45, 168.065) (46, 401.682) (47, 754.822) (48, 755.158) (49, 610.713) (50, 420.585) (51, 379.751) (52, 493.558) (53, 1080.35) (54, 1462.07) (55, 1158.47) (56, 793.293) (57, 337.077) (58, 143.715) (59, 50.2495) (60, 8.57684) (61, 6.91683) (62, 0) (63, 3.244) (64, 0) (65, 3.04892) (66, 2.95791) (67, 7.46439) (68, 8.92068) (69, 22.2062) (70, 79.48) (71, 212.883) (72, 400.166) (73, 624.705) (74, 640.099) (75, 411.679) (76, 287.441) (77, 83.6293) (78, 25.048) (79, 12.4179) (80, 20.5892) (81, 16.1484) (82, 18.8343) (83, 61.5364) (84, 239.255) (85, 447.7) (86, 646.497) (87, 497.174) (88, 278.241) (89, 146.97) (90, 84.3275) (91, 166.551) (92, 223.204) (93, 212.769) (94, 151.164) (95, 164.079) (96, 210.421) (97, 473.9) (98, 781.158) (99, 1030.05) 
50598 (line 867) INFO  MolSim - RDF 27.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 1.51897) (42, 72.4167) (43, 129.956) (44, 79.2647) (45, 293.167) (46, 537.189) (47, 624.96) (48, 595.006) (49, 657.691) (50, 517.012) (51, 458.661) (52, 623.592) (53, 802.492) (54, 917.76) (55, 853.562) (56, 721.176) (57, 457.349) (58, 296.603) (59, 204.693) (60, 105.066) (61, 60.1764) (62, 30.8074) (63, 48.6599) (64, 33.9572) (65, 54.2707) (66, 43.7771) (67, 56.8442) (68, 56.8693) (69, 118.613) (70, 154.749) (71, 219.536) (72, 313.065) (73, 421.797) (74, 417.149) (75, 349.721) (76, 236.032) (77, 172.485) (78, 94.673) (79, 70.782) (80, 40.7747) (81, 29.9336) (82, 33.4405) (83, 81.048) (84, 209.944) (85, 335.685) (86, 481.464) (87, 465.738) (88, 358.74) (89, 241.357) (90, 198.042) (91, 171.238) (92, 210.056) (93, 263.942) (94, 203.896) (95, 232.923) (96, 277.284) (97, 478.303) (98, 601.306) (99, 801.209) 
52380 (line 867) INFO  MolSim - RDF 28.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 8.38338) (40, 28.7083) (41, 124.556) (42, 233.182) (43, 362.218) (44, 483.514) (45, 496.614) (46, 508.152) (47, 477.706) (48, 588.333) (49, 458.035) (50, 379.552) (51, 459.647) (52, 444.202) (53, 411.3) (54, 435.099) (55, 467.123) (56, 413.857) (57, 402.752) (58, 386.043) (59, 404.213) (60, 313.055) (61, 443.369) (62, 301.377) (63, 282.228) (64, 299.956) (65, 260.987) (66, 259.705) (67, 238.286) (68, 240.858) (69, 202.022) (70, 207.911) (71, 166.827) (72, 174.699) (73, 146.249) (74, 141.406) (75, 140.439) (76, 99.2409) (77, 79.7092) (78, 83.2104) (79, 68.7123) (80, 34.719) (81, 35.4477) (82, 27.6749) (83, 50.2798) (84, 118.345) (85, 152.096) (86, 230.767) (87, 243.291) (88, 325.004) (89, 324.314) (90, 338.268) (91, 398.098) (92, 355.903) (93, 373.468) (94, 361.505) (95, 376.348) (96, 350.609) (97, 327.767) (98, 397.185) (99, 383.957) 
